sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV),totcharge(C),tdc_timestamp,tdc_calibration_constant,adct_timestamp,hcal_energy_timestamp
9,13795,lh2,1470,750,4.02692150714286,0.000333935400656,0.0476982,none,none,none,-------[ 2021-10-24 04:30:00 ]
9,13796,lh2,1470,750,4.02696186526582,0.00023218770063,0.0490025,none,none,none,-------[ 2021-10-24 04:30:00 ]
4,11449,ld2,630,750,3.73954800541667,0.000227884379623,0,none,none,none,none
4,11451,ld2,630,750,3.73934434445946,0.000214506828152,0,none,none,none,none
4,11452,ld2,630,750,3.73943602365079,0.000128201977711,0,none,none,none,none
4,11456,ld2,630,750,3.73941375583333,0.00017533923785,0,none,none,none,none
4,11493,ld2,630,750,3.73920992940741,0.000346081936229,0,none,none,none,none
4,11494,ld2,630,750,3.73907501811828,0.00010248189147,0,none,none,none,none
4,11495,ld2,630,750,3.73915884454545,0.000107082857082,0,none,none,none,none
4,11496,ld2,630,750,3.73908159493827,8.79200678784433E-05,0,none,none,none,none
4,11551,ld2,630,750,3.73920846712121,0.000187314967793,0,none,none,none,none
4,11554,ld2,630,750,3.73917625754386,0.000199008747621,0,none,none,none,none
4,11562,ld2,630,750,3.739323417,0.000134481104653,0,none,none,none,none
4,11563,ld2,630,750,3.739350498,4.41015955870392E-05,0,none,none,none,none
4,11564,ld2,630,750,3.73934059741935,3.55591595696064E-05,0,none,none,none,none
4,11565,ld2,630,750,3.73930925559524,0.000122787572341,0,none,none,none,none
4,11568,ld2,630,750,3.73933698632184,4.90943319115583E-05,0,none,none,none,none
4,11570,ld2,630,750,3.73929887188679,0.00012684871154,0,none,none,none,none
4,11571,ld2,630,750,3.73931567957143,8.99208011181723E-05,0,none,none,none,none
4,11579,ld2,0,750,3.73932257368159,9.73018283198522E-05,0,none,none,none,none
4,11580,ld2,0,750,3.73932753275862,9.87073110890776E-05,0,none,none,none,none
4,11581,ld2,0,750,3.73932809295775,9.65558563792464E-05,0,none,none,none,none
4,11582,ld2,0,750,3.73930379011364,0.00010256132494,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
4,11583,ld2,0,750,3.73919048679348,0.000174633720597,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
4,11586,ld2,0,750,3.73927801747253,0.000129902279916,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
4,11593,ld2,1050,750,3.73933011751479,0.000205442325662,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
4,11594,ld2,1050,750,3.73933353818182,0.000189008376882,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
4,11595,ld2,1050,750,3.73943421267857,7.25399728422439E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,11996,ld2,1785,750,7.9308120075,0.000558672076464,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,11997,ld2,1785,750,7.93105435662921,0.000255134095032,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,11998,ld2,1785,750,7.93086875537313,0.000816891468114,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,11999,ld2,1785,750,7.93097481334975,0.000795408454678,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12001,ld2,1785,750,7.9306633275,0.00086063106578,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12002,ld2,1785,750,7.93108227763547,0.00098627024074,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12004,ld2,1785,750,7.93091771583333,0.000533720291018,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12006,ld2,1785,750,7.9310043475,0.001015261031957,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12013,ld2,1785,750,7.93113655666667,0.000395630036943,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12014,ld2,1785,750,7.93099283456989,0.00061438529544,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12017,ld2,1785,750,7.93117956369458,0.00048769449903,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12019,ld2,1785,750,7.93113045128079,0.000511180171881,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12021,ld2,1785,750,7.93073532857143,0.000570876483512,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12029,ld2,1785,750,7.93083661674877,0.000759103596561,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12030,ld2,1785,750,7.93079200054187,0.000647367586828,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12038,ld2,1785,750,7.9307214446798,0.000397127985607,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12039,ld2,1785,750,7.93070042564103,0.000121016947568,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12040,ld2,1785,750,7.93074978173913,0.00031467682729,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12041,ld2,1785,750,7.93069867833333,0.00041440080783,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12042,ld2,1785,750,7.93068260931034,0.00035399624928,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12043,ld2,1785,750,7.93081512769231,0.000219950810556,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12044,ld2,1785,750,7.93061733943299,0.000347979479284,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12045,ld2,1785,750,7.93059233931034,0.000403094131724,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12046,ld2,1785,750,7.93038106699507,0.000437631138203,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12047,ld2,1785,750,7.93088014596059,0.000380600884409,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12048,ld2,1785,750,7.93078204195312,0.000412895777202,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12050,ld2,1785,750,7.93053588673575,0.000414909726556,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12051,ld2,1785,750,7.93066818192118,0.000252566334833,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12055,ld2,1785,750,7.93026055416667,0.000238192260115,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12056,ld2,1785,750,7.93081102295566,0.000511294762198,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12057,ld2,1785,750,7.93081383926108,0.000523380955731,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12059,ld2,1785,750,7.93085909778325,0.000444947913678,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12060,ld2,1785,750,7.93065079,0.000572644050578,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12062,ld2,1785,750,7.93107982325,0.000362868255807,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12063,ld2,1785,750,7.93097782729064,0.000499297736983,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12065,ld2,1785,750,7.9309362025,0.000557781967742,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12066,ld2,1785,750,7.93073280871921,0.000631251912862,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12068,ld2,1785,750,7.93126719368,0.000210373717019,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12069,ld2,1785,750,7.93114409029197,0.000601727743989,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12070,ld2,1785,750,7.93107408861788,0.000488966963687,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12071,ld2,1785,750,7.93103202881773,0.000519852745676,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
7,12073,ld2,1785,750,7.93103662384236,0.000524156781619,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12314,ld2,2100,750,9.88870426393899,0.000316207804718,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12315,ld2,2100,750,9.8887075486253,0.000393332318274,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12316,ld2,2100,750,9.88889035103448,0.000316330123938,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12318,ld2,2100,750,9.88921937818701,0.000107851678479,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12319,ld2,2100,750,9.8892787175,0.000441628676745,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12321,ld2,2100,750,9.88907030344086,0.00034904746561,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12322,ld2,2100,750,9.88913640719212,0.00034701641273,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12323,ld2,2100,750,9.88933263361446,0.000336876618626,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12333,ld2,2100,750,9.88888578651713,0.000225313237964,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12337,ld2,2100,750,9.88897143140434,0.000307071834266,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12338,ld2,2100,750,9.88910308635897,0.000181842108233,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12339,ld2,2100,750,9.88912923165488,0.000279156681278,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12341,ld2,2100,750,9.88915192383803,0.000544436148524,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12342,ld2,2100,750,9.88912574555985,0.000177412384392,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12343,ld2,2100,750,9.88922108580713,0.000273955088733,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12344,ld2,2100,750,9.88926033896721,0.000189868215277,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12346,ld2,2100,750,9.88934279608916,0.000213077673549,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12347,ld2,2100,750,9.88926974583461,0.000150387958746,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12348,ld2,2100,750,9.88921918638568,0.000239391171473,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12349,ld2,2100,750,9.88921424763975,0.000153609830896,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12356,ld2,2100,750,9.88893796358036,0.000291424249706,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12357,ld2,2100,750,9.88921709132597,0.000192645326028,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12359,ld2,2100,750,9.88923661828488,0.000211861626214,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12360,ld2,2100,750,9.88919370802643,0.000273921793911,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12362,ld2,2100,750,9.88913182405063,0.000242764252379,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12364,ld2,2100,750,9.88906712605711,0.00018505152199,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12366,ld2,2100,750,9.88914811342007,0.000265337061487,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12371,ld2,2100,750,9.88921774861314,4.57222562163376E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12372,ld2,2100,750,9.88907788591837,0.000221377404016,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12373,ld2,2100,750,9.88908654471601,0.000188303060389,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12374,ld2,2100,750,9.88909402666667,0.000142665903188,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12375,ld2,2100,750,9.88909565189349,0.000140622590891,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12376,ld2,2100,750,9.88914049629779,0.000168028274576,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12377,ld2,2100,750,9.88919351319471,0.00014030982697,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12378,ld2,2100,750,9.88923340777778,0.000134014697413,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12379,ld2,2100,750,9.88917769933539,0.000159830076302,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12383,ld2,2100,750,9.88895632366987,0.000200134399659,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12384,ld2,2100,750,9.88883204321495,0.000199197177512,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12385,ld2,2100,750,9.88885407875,0.000177992484582,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12387,ld2,2100,750,9.88912559533752,0.000212772488334,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12388,ld2,2100,750,9.88917136224652,0.000197559161963,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12394,ld2,2100,750,9.88915165660138,0.000213415346743,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12395,ld2,2100,750,9.88904470295676,0.000204509829087,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12396,ld2,2100,750,9.88907959652733,0.000138823805422,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12403,ld2,2100,750,9.88868056655532,0.000281650879471,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12404,ld2,2100,750,9.88875899772234,0.000253312118309,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12405,ld2,2100,750,9.88880137552783,0.000238402062557,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12406,ld2,2100,750,9.88885968961019,0.000291830264041,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12407,ld2,2100,750,9.88864387734824,0.000263885647122,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12408,ld2,2100,750,9.88864395370597,0.000281085800236,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12409,ld2,2100,750,9.88867221231884,0.000305150050893,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12410,ld2,2100,750,9.88910380967071,0.000121985811836,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12411,ld2,2100,750,9.88922862904,6.06472730299625E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12412,ld2,2100,750,9.88910166119777,0.000168787897202,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12416,ld2,2100,750,9.88903838,9.26305480345152E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12423,ld2,2100,750,9.88890990481818,0.000260423826247,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12424,ld2,2100,750,9.88875774539249,0.000210875109148,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12425,ld2,2100,750,9.88877501218861,0.000227391722913,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12473,ld2,2100,750,9.88895308826007,0.000337364189158,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12474,ld2,2100,750,9.88892775230594,0.000207289164285,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12478,ld2,2100,750,9.88896869610829,0.000216697960838,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12479,ld2,2100,750,9.88884481675393,0.00022979702607,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12480,ld2,2100,750,9.88873020571717,0.000198284525322,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12481,ld2,2100,750,9.88897280480144,0.000259825607632,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12482,ld2,2100,750,9.88912578428571,0.000160199153062,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12485,ld2,2100,750,9.88893489116451,0.000370227262961,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12486,ld2,2100,750,9.88894071050943,0.000391823716742,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12498,ld2,2100,750,9.88914927460265,0.000293131171036,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12499,ld2,2100,750,9.88905433160183,0.000145243443662,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12500,ld2,2100,750,9.88899422925234,0.00011899489533,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12501,ld2,2100,750,9.88905844,0.00028488554908,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12502,ld2,2100,750,9.88897805304029,0.000144309058399,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12512,ld2,2100,750,9.88903268627819,0.000156833487185,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12513,ld2,2100,750,9.88903513609665,0.000155307951453,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12514,ld2,2100,750,9.88903797212569,0.000160969785386,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12515,ld2,2100,750,9.88903728082192,0.000187273893126,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12516,ld2,2100,750,9.88911384111111,0.000162045732855,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12517,ld2,2100,750,9.8889782,0,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12521,ld2,2100,750,9.88906441432348,0.000214220547809,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12523,ld2,2100,750,9.88896843256544,0.000316706471111,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12527,ld2,2100,750,9.88911408890351,0.000174712651209,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12532,ld2,2100,750,9.88906293542793,0.000194306569174,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12534,ld2,2100,750,9.88899736989177,0.00017574250503,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12535,ld2,2100,750,9.88909388385135,0.000170874194594,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12536,ld2,2100,750,9.88909469239074,0.000178199837585,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12537,ld2,2100,750,9.88908437009216,0.000158994499989,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12538,ld2,2100,750,9.88915446980198,0.000142039437199,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12539,ld2,2100,750,9.88902093944196,0.00014375141764,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12541,ld2,2100,750,9.88900956397177,0.000234769877769,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12542,ld2,2100,750,9.88912778658536,0.000177326114415,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12543,ld2,2100,750,9.88912709668141,0.000157833421977,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12544,ld2,2100,750,9.88918615742946,8.71865228523776E-05,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12547,ld2,2100,750,9.88912166779005,0.000140146686082,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12549,ld2,2100,750,9.88896602920948,0.00021429049448,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12550,ld2,2100,750,9.88893849943637,0.000239103054629,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12551,ld2,2100,750,9.8888536889703,0.000238238056683,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12552,ld2,2100,750,9.88882090279749,0.000191700717036,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12553,ld2,2100,750,9.88887197480427,0.000212304322517,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12554,ld2,2100,750,9.88892097526786,0.000213216410897,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12556,ld2,2100,750,9.88846919703896,0.000171600899626,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12558,ld2,2100,750,9.88861756910448,0.000238980584405,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12559,ld2,2100,750,9.88866096325758,0.000215754514975,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12565,ld2,2100,750,9.88870108430255,0.000194071414044,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12566,ld2,2100,750,9.88862302345534,0.00039409127572,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12567,ld2,2100,750,9.88833472731317,0.000346470885501,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12568,ld2,2100,750,9.88832279561189,0.000401559748858,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12569,ld2,2100,750,9.88854305505338,0.000238129648352,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12570,ld2,2100,750,9.8884730125,0.00025016320327,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12571,ld2,2100,750,9.88869652112727,0.00028771684682,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12572,ld2,2100,750,9.88884963683012,0.000214483185453,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12574,ld2,2100,750,9.88879435300724,0.000305762246228,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12577,ld2,2100,750,9.88866422385185,0.000412284361667,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12580,ld2,2100,750,9.88873912342906,0.00021404350309,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12581,ld2,2100,750,9.88891282927224,0.000283763320098,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12582,ld2,2100,750,9.88888588584239,0.000306255671333,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12583,ld2,2100,750,9.8885737904,0.00028056718712,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12584,ld2,2100,750,9.88874685972495,0.000216518335967,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12585,ld2,2100,750,9.88870267665414,0.000254203853586,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12586,ld2,2100,750,9.88855046725777,0.000290699297893,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12589,ld2,2100,750,9.88866182566484,0.000266263295564,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12590,ld2,2100,750,9.88893330495215,0.000314304393413,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12592,ld2,2100,750,9.88899963100719,0.000224474123742,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
11,12593,ld2,2100,750,9.88896450087859,0.000299633616214,0,none,none,none,-------[ 2021-10-24 04:30:00 ]
